#Firmware: MS2/Extra 3.4.2 release  20160421 11:50BST(c)KC/JSM/JB   uSM
PriLevel,SecLevel,Trigger,Sync,ToothTime,Time
Flag,Flag,Flag,Flag,ms,ms
